id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
SE ;SUDESTE/CENTRO-OESTE;2026-01-12 10:00:00;25041.912000000008;3905.412;154.501;20059.091;53864.058000000005;-4667.329999999999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-12 10:00:00;38704.14700000001;9017.077;8641.785000000002;36286.507;92697.63;0.0
N  ;NORTE;2026-01-12 11:00:00;4217.348;2373.002;294.129;2008.13;8061.886;833.453
NE ;NORDESTE;2026-01-12 11:00:00;2135.545;1958.474;6564.753000000001;10308.145;14201.684;6773.0380000000005
S  ;SUL;2026-01-12 11:00:00;7347.208;801.7620000000001;178.19600000000003;5061.235000000001;17100.982;-3712.881
SE ;SUDESTE/CENTRO-OESTE;2026-01-12 11:00:00;25805.08300000001;3777.183;104.236;20796.763000000003;54418.557;-3893.61
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-12 11:00:00;39505.18400000001;8906.988;7141.314;38174.273;93783.11;0.0
N  ;NORTE;2026-01-12 12:00:00;4400.147;2356.784;275.696;2042.97;8031.433;1046.826
NE ;NORDESTE;2026-01-12 12:00:00;2145.2250000000004;1958.665;5672.981999999999;10991.22;13997.878;6786.465
S  ;SUL;2026-01-12 12:00:00;6952.5070000000005;796.547;212.842;5079.137;16097.801;-3057.6
SE ;SUDESTE/CENTRO-OESTE;2026-01-12 12:00:00;25602.028999999995;3748.699;75.036;20243.897999999997;54484.275;-4775.690999999999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-12 12:00:00;39099.908;8860.695;6236.555999999999;38357.22499999999;92611.39;0.0
N  ;NORTE;2026-01-12 13:00:00;5446.038;2348.148;267.391;1892.575;8219.989000000001;1734.1629999999996
NE ;NORDESTE;2026-01-12 13:00:00;2144.296;1958.325;6709.685999999999;10725.406;14201.843999999996;7382.829
S  ;SUL;2026-01-12 13:00:00;8389.41;800.131;239.818;4793.045;16886.546;-2664.944
SE ;SUDESTE/CENTRO-OESTE;2026-01-12 13:00:00;26316.552;3701.325;69.57900000000001;18716.504999999997;55301.64199999999;-6452.047999999999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-12 13:00:00;42296.296;8803.031;7286.473999999998;36127.531;94610.02;0.0
N  ;NORTE;2026-01-12 14:00:00;7351.877999999999;2344.066;226.495;1554.976;8525.162000000002;2955.064
NE ;NORDESTE;2026-01-12 14:00:00;2141.867;1970.671;9154.785;8647.000000000002;14672.069;7297.384
S  ;SUL;2026-01-12 14:00:00;9102.947;807.746;228.83500000000004;4257.155;17216.162000000004;-2819.81
SE ;SUDESTE/CENTRO-OESTE;2026-01-12 14:00:00;28249.08000000002;3859.769;82.899;15953.763000000004;55625.192;-7432.638000000001
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-12 14:00:00;46845.77200000001;8982.252;9693.014;30412.894000000004;96038.59;0.0
N  ;NORTE;2026-01-12 15:00:00;8758.471;2347.1670000000004;271.583;1136.759;8608.403;3905.577
NE ;NORDESTE;2026-01-12 15:00:00;2154.626;1976.752;10283.254;7041.471;14782.424000000005;6731.521999999999
S  ;SUL;2026-01-12 15:00:00;10460.93;821.445;197.073;3457.831;17001.462;-2064.883
SE ;SUDESTE/CENTRO-OESTE;2026-01-12 15:00:00;29875.346;3896.373;106.984;13377.425000000005;55866.925;-8572.215999999999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-12 15:00:00;51249.373;9038.828;10858.894000000002;25013.486;96259.21;0.0
N  ;NORTE;2026-01-12 16:00:00;11196.132;2355.925;368.961;728.259;8660.524000000001;5991.598
NE ;NORDESTE;2026-01-12 16:00:00;2447.7500000000005;1982.908;12535.716999999995;4326.059000000001;15083.296000000002;6230.032
S  ;SUL;2026-01-12 16:00:00;11535.886;822.472;192.36;2563.773;17103.353000000003;-1987.908
SE ;SUDESTE/CENTRO-OESTE;2026-01-12 16:00:00;32050.42500000001;3904.792;90.628;9519.504;55849.579000000005;-10233.722000000002
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-12 16:00:00;57230.19300000001;9066.096999999998;13187.665999999994;17137.595;96696.75;0.0
N  ;NORTE;2026-01-12 17:00:00;12824.311;2379.163;332.635;295.23;8245.026000000002;7589.316
NE ;NORDESTE;2026-01-12 17:00:00;3926.8089999999993;1999.495;13953.863;958.488;14725.477;6128.58
S  ;SUL;2026-01-12 17:00:00;12125.308000000005;817.135;226.515;1510.54;16470.149999999998;-1789.51
SE ;SUDESTE/CENTRO-OESTE;2026-01-12 17:00:00;33747.114;3917.707;111.191;4358.594999999999;54077.19199999998;-11928.386
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-12 17:00:00;62623.542;9113.5;14624.204000000002;7122.852999999999;93517.85;0.0
N  ;NORTE;2026-01-12 18:00:00;13103.154;2378.9370000000004;277.454;38.443;8138.755999999997;7662.293000000001
NE ;NORDESTE;2026-01-12 18:00:00;5366.408;1996.585;14243.353000000005;24.439;15496.634000000004;6146.009999999999
S  ;SUL;2026-01-12 18:00:00;13405.170999999998;801.095;185.211;506.909;15646.984999999995;-749.008
SE ;SUDESTE/CENTRO-OESTE;2026-01-12 18:00:00;35770.50299999998;3895.661;150.42;650.142;53531.17300000001;-13059.295
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-12 18:00:00;67645.23599999998;9072.278;14856.438000000004;1219.933;92813.55;0.0
N  ;NORTE;2026-01-12 19:00:00;13028.627;2392.253;354.005;2.786;8414.118999999999;7366.423
NE ;NORDESTE;2026-01-12 19:00:00;5593.801;1990.766;14944.001000000002;7.41;15771.336000000005;6765.956
S  ;SUL;2026-01-12 19:00:00;15131.648999999996;802.8779999999999;212.122;13.166;16467.216;-308.478
SE ;SUDESTE/CENTRO-OESTE;2026-01-12 19:00:00;38276.978;3934.475;152.785;22.408;56211.587000000014;-13823.901000000002
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-12 19:00:00;72031.055;9120.063999999998;15662.913;45.77;96864.26;0.0
N  ;NORTE;2026-01-12 20:00:00;12533.717;2415.205;388.463;0.0;8474.917000000001;6865.286999999999
NE ;NORDESTE;2026-01-12 20:00:00;5559.554;1992.233;15402.245;0.0;15773.742;7179.992
S  ;SUL;2026-01-12 20:00:00;15401.621999999998;804.2819999999999;242.721;1.0;17159.325;-710.937
SE ;SUDESTE/CENTRO-OESTE;2026-01-12 20:00:00;39360.48699999999;3943.122;218.113;0.0;56857.42599999998;-13334.342
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-12 20:00:00;72855.37999999998;9152.566;16251.542;1.0;98265.41;0.0
N  ;NORTE;2026-01-12 21:00:00;12524.008;2430.213;400.278;0.0;8678.264000000003;6678.735
NE ;NORDESTE;2026-01-12 21:00:00;5128.7210000000005;1999.688;15540.426000000003;0.0;16174.586000000005;6493.875
S  ;SUL;2026-01-12 21:00:00;15403.755;791.764;179.81099999999998;1.0;16913.282;-538.256
SE ;SUDESTE/CENTRO-OESTE;2026-01-12 21:00:00;39657.506;3952.987;222.381;0.0;56468.599;-12634.354
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-12 21:00:00;72713.98999999999;9174.652;16342.896000000004;1.0;98234.73;0.0
N  ;NORTE;2026-01-12 22:00:00;12488.29;2429.359;401.979;0.0;8775.941;6543.687
NE ;NORDESTE;2026-01-12 22:00:00;4333.183999999999;1997.421;15436.855;0.0;16167.240999999998;5597.017
S  ;SUL;2026-01-12 22:00:00;15392.675000000005;778.463;179.88;1.0;16156.352;194.748
SE ;SUDESTE/CENTRO-OESTE;2026-01-12 22:00:00;38008.58699999999;3954.296;238.96;0.0;54538.69000000002;-12335.452
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-12 22:00:00;70222.736;9157.435999999998;16257.674;1.0;95638.22;0.0
N  ;NORTE;2026-01-12 23:00:00;12281.273;2465.999;399.492;0.0;8744.716999999999;6402.048000000001
NE ;NORDESTE;2026-01-12 23:00:00;4102.492;1995.67;15334.811999999996;0.0;15821.148999999996;5615.384
S  ;SUL;2026-01-12 23:00:00;14691.671;779.173;229.577;1.0;14916.354999999996;784.842
SE ;SUDESTE/CENTRO-OESTE;2026-01-12 23:00:00;34821.617000000006;3952.18;218.313;0.0;51795.731000000014;-12802.274
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-12 23:00:00;65897.05300000001;9189.312999999998;16182.193999999996;1.0;91277.95;0.0
N  ;NORTE;2026-01-13 00:00:00;11770.927;2579.171;403.331;0.0;8581.997000000001;6173.983
NE ;NORDESTE;2026-01-13 00:00:00;3271.683;1995.254;15721.401;0.0;14862.313;5669.404
S  ;SUL;2026-01-13 00:00:00;13766.438999999997;797.11;184.393;1.0;13796.801;950.933
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 00:00:00;31967.031000000006;3957.964;190.328;0.0;48911.031;-12794.32
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 00:00:00;60776.08;9329.499;16499.453;1.0;86152.14;0.0
N  ;NORTE;2026-01-13 01:00:00;11574.78;2585.1710000000007;403.988;0.0;8450.389000000001;6116.114
NE ;NORDESTE;2026-01-13 01:00:00;2839.3900000000003;2005.987;16665.433000000005;0.0;14398.205000000002;6594.144
S  ;SUL;2026-01-13 01:00:00;10869.699;795.998;162.356;1.0;12868.636;-1039.583
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 01:00:00;31194.005;3946.287;169.506;0.0;46981.898;-11670.675
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 01:00:00;56477.874;9333.443;17402.577000000005;1.0;82699.13;0.0
N  ;NORTE;2026-01-13 02:00:00;11427.779;2595.9420000000005;403.406;0.0;8236.705000000002;6193.126
NE ;NORDESTE;2026-01-13 02:00:00;2842.3920000000003;1993.779;16503.395999999997;0.0;13901.863999999998;6943.325
S  ;SUL;2026-01-13 02:00:00;8545.777000000002;778.3389999999999;179.498;1.0;12394.588000000002;-2889.974
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 02:00:00;30995.231999999996;3963.062;155.72;0.0;45361.80200000001;-10246.477
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 02:00:00;53811.17999999999;9331.122;17243.195999999996;1.0;79894.96;0.0
N  ;NORTE;2026-01-13 03:00:00;11398.584;2606.6450000000004;403.29;0.0;8057.610000000001;6353.501
NE ;NORDESTE;2026-01-13 03:00:00;2733.0180000000005;1994.6150000000005;16199.675;0.0;13405.353000000005;7123.873
S  ;SUL;2026-01-13 03:00:00;7420.300999999998;763.4850000000001;147.099;1.0;12208.329;-3876.444
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 03:00:00;30657.47900000001;3958.781;146.137;0.0;44364.72499999999;-9600.93
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 03:00:00;52209.382000000005;9323.526000000002;16897.377;1.0;78036.02;0.0
N  ;NORTE;2026-01-13 04:00:00;10815.236;2612.315;400.614;0.0;7963.226000000001;5867.445
NE ;NORDESTE;2026-01-13 04:00:00;2574.305;1993.77;16008.183000000005;12.009;13163.497000000005;7025.195000000001
S  ;SUL;2026-01-13 04:00:00;7639.242999999999;774.107;119.427;1.0;12204.558;-3670.781
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 04:00:00;30836.731000000007;3957.586;154.84;14.060000000000002;44186.471000000005;-9221.859
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 04:00:00;51865.515;9337.778;16684.224000000002;27.069000000000003;77517.75;0.0
N  ;NORTE;2026-01-13 05:00:00;8664.645;2613.858;393.54;11.555;7902.810000000001;3782.714
NE ;NORDESTE;2026-01-13 05:00:00;2408.405;1991.624;16666.154000000002;324.0400000000001;12763.785000000003;8646.369999999999
S  ;SUL;2026-01-13 05:00:00;8574.58;800.638;129.07299999999998;79.954;12578.688;-2995.613
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 05:00:00;30624.581999999995;3939.612;163.016;363.042;44529.05399999999;-9433.471
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 05:00:00;50272.212;9345.732;17670.987;778.5910000000001;77774.34;0.0
N  ;NORTE;2026-01-13 06:00:00;7080.783;2624.1;394.318;169.733;7687.652;2586.9680000000003
NE ;NORDESTE;2026-01-13 06:00:00;2404.936;1973.228;15201.257999999998;2923.542;12564.090000000002;9847.008
S  ;SUL;2026-01-13 06:00:00;9357.168;794.79;89.67;820.509;13532.945;-2470.808
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 06:00:00;28511.225;3907.7060000000006;170.37;3558.757999999999;46122.049;-9963.168
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 06:00:00;47354.112;9299.824;15856.853999999998;7472.541999999999;79906.74;0.0
N  ;NORTE;2026-01-13 07:00:00;6177.927000000001;2689.5010000000007;399.884;609.6579999999999;7735.063999999999;2145.916
NE ;NORDESTE;2026-01-13 07:00:00;2310.24;1878.649;12063.223;5654.805999999998;12715.817;9224.063
S  ;SUL;2026-01-13 07:00:00;8936.214000000002;784.853;62.661;2126.532;15091.333;-3181.073
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 07:00:00;27514.30400000001;3973.891;195.164;9506.343;49391.79000000002;-8188.905999999999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 07:00:00;44938.68500000002;9326.894;12721.925;17897.338999999996;84934.0;0.0
N  ;NORTE;2026-01-13 08:00:00;5799.432;2771.153;118.196;1121.733;8068.596;1747.393
NE ;NORDESTE;2026-01-13 08:00:00;2191.784;1861.349;10720.933;6922.143000000002;13111.028000000002;8605.054
S  ;SUL;2026-01-13 08:00:00;8851.361;781.0930000000001;66.494;3487.487;16005.205000000004;-2820.081
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 08:00:00;26614.557;4020.82;186.865;13692.956999999997;52067.486;-7532.366
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 08:00:00;43457.134000000005;9434.415;11092.488;25224.32;89252.32;0.0
N  ;NORTE;2026-01-13 09:00:00;5050.433999999999;2841.202;1.759;1542.543;8226.511999999999;1211.783
NE ;NORDESTE;2026-01-13 09:00:00;2163.353;1660.592;9901.620000000004;7973.325999999998;13414.584000000004;8300.427
S  ;SUL;2026-01-13 09:00:00;7570.867999999999;784.703;73.994;4608.081999999999;16124.94;-3087.293
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 09:00:00;25606.245999999992;3973.574;190.256;16952.477999999996;53171.732;-6424.917
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 09:00:00;40390.90099999998;9260.071;10168.943000000005;31076.428999999996;90937.77;0.0
N  ;NORTE;2026-01-13 10:00:00;4978.171;2794.8370000000004;1.759;1787.9409999999998;8371.414;1194.0499999999995
NE ;NORDESTE;2026-01-13 10:00:00;2176.458;1648.05;8964.144999999999;8638.276999999998;13631.343999999996;7809.325000000001
S  ;SUL;2026-01-13 10:00:00;6899.086;805.885;97.141;5386.365;16997.7;-3810.522
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 10:00:00;24990.219000000005;3952.385;180.22;18851.036000000004;53199.565;-5192.853
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 10:00:00;39043.93400000001;9201.157;9243.265;34663.619000000006;92200.02;0.0
N  ;NORTE;2026-01-13 11:00:00;4648.572999999999;2778.792;2.056;1748.997;8217.702000000001;963.745
NE ;NORDESTE;2026-01-13 11:00:00;2162.228;1639.837;8421.419999999998;8835.085000000001;13629.498;7444.653999999999
S  ;SUL;2026-01-13 11:00:00;6847.196;802.212;155.72;5811.78;17913.246000000003;-4296.356
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 11:00:00;25187.89600000001;3958.773;120.317;19744.898;53150.334;-4112.043
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 11:00:00;38845.89300000001;9179.614;8699.512999999999;36140.76;92910.78;0.0
N  ;NORTE;2026-01-13 12:00:00;4592.299999999999;2798.0680000000007;159.003;1734.9920000000002;8117.173999999999;1169.9810000000002
NE ;NORDESTE;2026-01-13 12:00:00;2165.726;1639.3080000000002;8368.389;9022.421;13451.824999999995;7772.18
S  ;SUL;2026-01-13 12:00:00;5408.965999999999;838.835;193.311;5691.343999999999;16954.322;-4821.84
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 12:00:00;24723.445999999996;3983.431000000001;117.459;19964.006;52938.07299999999;-4120.321
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 12:00:00;36890.438;9259.642000000002;8838.162;36412.763;91461.39;0.0
N  ;NORTE;2026-01-13 13:00:00;5267.8240000000005;2760.2670000000003;290.178;1725.414;8600.817000000001;1445.3719999999998
NE ;NORDESTE;2026-01-13 13:00:00;2222.889;1668.9450000000002;8347.529000000002;10053.856000000002;13776.725000000004;8536.205
S  ;SUL;2026-01-13 13:00:00;7290.485;865.354;216.78000000000003;5215.262;17883.667999999998;-4294.479
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 13:00:00;26129.01200000001;3948.586;126.129;17573.674000000003;53493.963;-5687.098000000001
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 13:00:00;40910.21000000001;9243.152;8968.890000000003;34568.206000000006;93755.17;0.0
N  ;NORTE;2026-01-13 14:00:00;7635.359;2750.058;350.575;1492.555;8913.545000000002;3317.835
NE ;NORDESTE;2026-01-13 14:00:00;2342.281;1695.6;8451.015000000001;9415.430000000002;14105.324000000004;7731.102999999999
S  ;SUL;2026-01-13 14:00:00;9782.757;858.914;185.63;4586.317999999999;18392.644;-2977.462
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 14:00:00;26871.75200000001;3920.357;76.801;14479.705999999998;53443.91100000001;-8071.475999999999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 14:00:00;46632.14900000001;9224.929;9064.021000000002;29974.009;94855.42;0.0
N  ;NORTE;2026-01-13 15:00:00;9712.852;2809.427;349.213;1128.695;8768.759999999998;5234.389
NE ;NORDESTE;2026-01-13 15:00:00;2389.101;1694.331;9002.665;8032.272999999999;14165.821;6718.087
S  ;SUL;2026-01-13 15:00:00;11540.822;884.532;170.844;3702.076;18343.296999999995;-2044.118
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 15:00:00;28614.151999999987;3904.682;94.679;11425.465;53965.54099999999;-9908.358
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 15:00:00;52256.92699999998;9292.972;9617.401;24288.509;95243.42;0.0
N  ;NORTE;2026-01-13 16:00:00;11757.568;2847.506;363.618;706.604;8549.300000000001;7128.794
NE ;NORDESTE;2026-01-13 16:00:00;2807.98;1703.2869999999998;10083.805;5350.398;14363.496;5368.119000000001
S  ;SUL;2026-01-13 16:00:00;12558.959;930.102;256.829;2672.773;18178.639;-1759.976
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 16:00:00;31093.51;3915.623;131.97899999999998;8218.895;54122.641;-10736.937
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 16:00:00;58218.01699999999;9396.518;10834.254;16948.670000000002;95214.08;0.0
N  ;NORTE;2026-01-13 17:00:00;12747.526;2847.573;366.202;303.37100000000004;8250.790999999997;8016.824
NE ;NORDESTE;2026-01-13 17:00:00;3559.989;1708.171;13313.297;1474.524;14141.551999999996;5915.184
S  ;SUL;2026-01-13 17:00:00;11790.789;921.589;394.604;1563.087;17453.736;-2783.667
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 17:00:00;32933.15299999999;3941.512;163.822;4481.378;52709.59200000001;-11148.341
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 17:00:00;61031.45699999999;9418.845;14588.762999999995;7822.360000000001;92555.67;0.0
N  ;NORTE;2026-01-13 18:00:00;12747.889;2866.194;376.018;40.636;8085.049999999998;7948.419000000001
NE ;NORDESTE;2026-01-13 18:00:00;5055.731;1707.014;14931.829000000003;61.040000000000006;15042.306000000004;6712.123
S  ;SUL;2026-01-13 18:00:00;12310.97;919.601;435.398;519.816;16687.457000000002;-2496.085
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 18:00:00;35380.43999999997;4025.091;188.661;603.13;52373.928;-12164.457000000002
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 18:00:00;65495.02999999997;9517.9;16337.798000000004;1224.6219999999998;92188.74;0.0
N  ;NORTE;2026-01-13 19:00:00;12595.423;2882.2870000000003;387.701;2.7999999999999994;8294.547000000002;7576.209
NE ;NORDESTE;2026-01-13 19:00:00;5389.83;1707.5219999999997;15310.692999999996;6.795;15815.724999999997;6598.377
S  ;SUL;2026-01-13 19:00:00;14359.022999999996;921.572;305.862;14.170000000000002;17283.360999999994;-1680.156
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 19:00:00;38120.92200000002;4081.658;205.889;20.658;54923.351;-12494.43
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 19:00:00;70465.19800000002;9593.039;16168.029999999995;44.423;96316.98;0.0
N  ;NORTE;2026-01-13 20:00:00;12481.013;2898.195;380.285;0.0;8401.110999999999;7361.076999999999
NE ;NORDESTE;2026-01-13 20:00:00;5284.825;1711.8290000000002;15729.494;0.0;15693.818;7031.592
S  ;SUL;2026-01-13 20:00:00;15061.334;925.512;193.037;1.0;18049.566;-1868.683
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 20:00:00;38006.448;4069.57;238.478;0.0;54837.439000000006;-12523.985999999995
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 20:00:00;70833.62;9605.106;16515.403999999995;1.0;96981.93;0.0
N  ;NORTE;2026-01-13 21:00:00;12113.049000000005;2910.677;385.06;0.0;8580.658;6831.101
NE ;NORDESTE;2026-01-13 21:00:00;4864.197;1710.696;16018.354000000005;0.0;15853.832000000002;6751.328
S  ;SUL;2026-01-13 21:00:00;15089.246999999998;923.817;190.034;1.0;17849.207999999995;-1645.11
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 21:00:00;38105.51200000002;4048.794;247.196;0.0;54340.313;-11937.319
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 21:00:00;70172.00500000002;9593.984;16840.970000000005;1.0;96624.01;0.0
N  ;NORTE;2026-01-13 22:00:00;11783.951;2915.55;384.517;0.0;8672.358;6414.387
NE ;NORDESTE;2026-01-13 22:00:00;4348.4580000000005;1707.0310000000002;16277.762000000002;0.0;15994.243000000006;6372.749
S  ;SUL;2026-01-13 22:00:00;14674.648000000005;910.548;210.967;1.0;17116.696000000004;-1319.533
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 22:00:00;36661.255;4050.375;257.084;0.0;52437.77500000002;-11467.603
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 22:00:00;67468.312;9583.504;17128.747000000003;1.0;94221.07;0.0
N  ;NORTE;2026-01-13 23:00:00;10571.658999999998;2914.835;388.989;0.0;8676.864999999998;5201.965999999999
NE ;NORDESTE;2026-01-13 23:00:00;3741.302;1738.0969999999998;16810.745999999992;0.0;15664.913999999992;6656.3150000000005
S  ;SUL;2026-01-13 23:00:00;14582.061000000002;898.974;188.301;1.0;15861.960000000005;-188.082
SE ;SUDESTE/CENTRO-OESTE;2026-01-13 23:00:00;33559.130000000005;4052.616;239.732;0.0;49523.181;-11670.199
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-13 23:00:00;62454.152;9604.522;17627.767999999993;1.0;89726.92;0.0
N  ;NORTE;2026-01-14 00:00:00;10731.900999999998;2810.664;369.826;0.0;8527.857;5388.039000000001
NE ;NORDESTE;2026-01-14 00:00:00;2729.704;1736.7010000000002;17735.923000000006;0.0;15050.671000000008;7186.222
S  ;SUL;2026-01-14 00:00:00;11733.397999999996;898.268;180.507;1.0;14511.259999999997;-1693.908
SE ;SUDESTE/CENTRO-OESTE;2026-01-14 00:00:00;31952.805;4187.737999999999;244.527;0.0;47266.565;-10880.353
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-14 00:00:00;57147.80799999999;9633.371;18530.783000000007;1.0;85356.35;0.0
N  ;NORTE;2026-01-14 01:00:00;11195.022;2780.35;391.231;0.0;8338.106;6032.088000000001
NE ;NORDESTE;2026-01-14 01:00:00;2506.853;1713.1999999999998;17633.877999999997;0.0;14511.359999999995;7356.318999999999
S  ;SUL;2026-01-14 01:00:00;9033.516999999998;888.918;152.94299999999998;1.0;13745.943;-3665.885
SE ;SUDESTE/CENTRO-OESTE;2026-01-14 01:00:00;30989.375;4168.952;249.014;0.0;45130.851;-9722.522
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-14 01:00:00;53724.767;9551.419999999998;18427.065999999995;1.0;81726.26;0.0
N  ;NORTE;2026-01-14 02:00:00;10909.182;2806.8809999999994;396.423;0.0;8161.835000000001;5954.177
NE ;NORDESTE;2026-01-14 02:00:00;2506.169;1739.809;17418.921;0.0;14171.802999999998;7512.436
S  ;SUL;2026-01-14 02:00:00;7814.915999999998;890.635;113.878;1.0;13153.059999999998;-4330.712
SE ;SUDESTE/CENTRO-OESTE;2026-01-14 02:00:00;30275.322999999997;4107.443;251.037;0.0;43770.465;-9135.901000000002
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-14 02:00:00;51505.59;9544.768;18180.259;1.0;79257.16;0.0
N  ;NORTE;2026-01-14 03:00:00;10440.791999999998;2814.105;392.869;0.0;7998.476000000003;5652.763
NE ;NORDESTE;2026-01-14 03:00:00;2437.661;1762.895;16999.407;0.0;13838.019;7381.818999999999
S  ;SUL;2026-01-14 03:00:00;7127.900000000001;888.965;82.179;1.0;12859.709;-4758.578
SE ;SUDESTE/CENTRO-OESTE;2026-01-14 03:00:00;30342.81399999999;4121.584999999999;249.101;0.0;42990.80499999998;-8276.003999999997
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-14 03:00:00;50349.16699999999;9587.55;17723.555999999997;1.0;77687.01;0.0
N  ;NORTE;2026-01-14 04:00:00;10257.077;2815.19;393.771;0.0;7893.290000000003;5576.130999999999
NE ;NORDESTE;2026-01-14 04:00:00;2445.545;1734.0220000000002;16601.393;11.11;13713.796000000004;7180.257
S  ;SUL;2026-01-14 04:00:00;7184.652000000001;892.614;69.572;1.0;12825.087;-4678.473
SE ;SUDESTE/CENTRO-OESTE;2026-01-14 04:00:00;30383.721;4098.595;247.2;12.739;42821.261;-8077.914999999999
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-14 04:00:00;50270.995;9540.421000000002;17311.936;24.849000000000004;77253.43;0.0
N  ;NORTE;2026-01-14 05:00:00;8979.389;2867.7560000000003;301.035;9.462;7826.8049999999985;4334.317000000001
NE ;NORDESTE;2026-01-14 05:00:00;2426.449;1757.032;16484.291999999998;335.9819999999999;13238.946000000004;7798.749
S  ;SUL;2026-01-14 05:00:00;8751.781;888.0210000000001;48.15;78.926;13205.042999999998;-3439.469
SE ;SUDESTE/CENTRO-OESTE;2026-01-14 05:00:00;29830.969000000005;4106.75;245.528;305.237;43185.564000000006;-8693.597000000002
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-14 05:00:00;49988.588;9619.559;17079.004999999997;729.6069999999999;77456.36;0.0
N  ;NORTE;2026-01-14 06:00:00;7442.991999999999;2856.79;237.552;167.076;7619.617;3088.365
NE ;NORDESTE;2026-01-14 06:00:00;2434.4970000000003;1758.8469999999998;14792.718000000004;3060.966;12774.334000000004;9307.095
S  ;SUL;2026-01-14 06:00:00;8465.606999999998;883.7209999999999;47.153000000000006;816.563;14141.755;-3930.015
SE ;SUDESTE/CENTRO-OESTE;2026-01-14 06:00:00;28733.40799999999;4138.928000000001;241.264;3242.684;44816.908;-8465.445
SIN;SISTEMA INTERLIGADO NACIONAL;2026-01-14 06:00:00;47076.50399999999;9638.286;15318.687000000002;7287.289;79352.61;0.0
